gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis
KLHL2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.090520141976019,0.99999999974885,0.492,-0.492,0.963896762152869,0.99999999974885,0.492,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SSH1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0909904943706011,0.99999999974885,0.431,-0.431,0.850075546961746,0.99999999974885,0.431,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHST2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0911335321066579,0.99999999974885,0.449,-0.449,0.895051058151352,0.99999999974885,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC44A5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0911335321066579,0.99999999974885,0.397,-0.397,0.741361267466997,0.99999999974885,0.397,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
B4GALNT2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0915602476058854,0.330959162679874,0.387,-0.387,0.0866946485887847,0.330959162679874,0.387,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GRTP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0916586777360432,0.39100216104363,0.416,-0.416,0.111275772246694,0.39100216104363,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ANKRD54,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0916586777360432,0.861582284319199,0.54,-0.54,0.311849436871509,0.861582284319199,0.54,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CMC2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0920038029301253,0.339271363639116,0.391,-0.391,0.0900456072048472,0.339271363639116,0.391,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CCNA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0922815661667946,0.655009554641794,0.497,-0.497,0.221220208077134,0.655009554641794,0.497,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SERPINA3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0924064022356019,0.512860896188773,0.459,-0.459,0.160989537659279,0.512860896188773,0.459,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PITX1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.092622192827265,0.87435677102309906,0.541,-0.541,0.317298023195175,0.87435677102309906,0.541,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ITGA5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0932193444299245,0.99999999974885,0.474,-0.474,0.943827638367565,0.99999999974885,0.474,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
THOC6,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0933590059443813,0.506683629969183,0.455,-0.455,0.158059799034412,0.506683629969183,0.455,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TNFRSF10B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0936947336347549,0.99999999974885,0.55,-0.55,0.996157022992842,0.99999999974885,0.55,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TAF9,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0941293548608852,0.584710696615231,0.478,-0.478,0.192697110079485,0.584710696615231,0.478,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ERLEC1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0941293548608852,0.99999999974885,0.392,-0.392,0.730466547716701,0.99999999974885,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TIMM44,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0944425593898001,0.282509779755786,0.358,-0.358,0.0703609262787996,0.282509779755786,0.358,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PAN3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0946427684513729,0.99999999974885,0.407,-0.407,0.786510051302067,0.99999999974885,0.407,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPS20,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0947317393401501,0.676876096679046,0.5,-0.5,0.232649551468615,0.676876096679046,0.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
EIF5B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0950991828634998,0.279464999874991,0.354,-0.354,0.0691631933652886,0.279464999874991,0.354,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPL32P3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0956977852154583,0.99999999974885,0.399,-0.399,0.760991087449867,0.99999999974885,0.399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RPS15,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0958369930053745,0.324564338601884,0.377,-0.377,0.0841009481157082,0.324564338601884,0.377,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NOP10,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0958395804698905,0.292958083440427,0.361,-0.361,0.0738676594649106,0.292958083440427,0.361,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PXN,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0958631668596971,0.99999999974885,0.385,-0.385,0.708611773976483,0.99999999974885,0.385,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CD99L2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0966703868804922,0.99999999974885,0.502,-0.502,0.976461185427242,0.99999999974885,0.502,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HSF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0972295740031684,0.38207928238833,0.404,-0.404,0.106934138781639,0.38207928238833,0.404,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MTMR9,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0972295740031684,0.99999999974885,0.545,-0.545,0.995685592433491,0.99999999974885,0.545,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CDK2AP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0973083871827388,0.99999999974885,0.585,-0.585,0.466717000358366,0.99999999974885,0.585,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SOCS5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0973083871827388,0.99999999974885,0.446,-0.446,0.899452602174275,0.99999999974885,0.446,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SS18L2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0975163945522229,0.456160575712759,0.432,-0.432,0.137091925722316,0.456160575712759,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CRTAP,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0979128506128312,0.99999999974885,0.479,-0.479,0.954928407389133,0.99999999974885,0.479,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RAB17,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982104634111543,0.476734011809592,0.439,-0.439,0.145718697949347,0.476734011809592,0.439,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF771,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982104634111543,0.386515352404008,0.404,-0.404,0.10890495463962,0.386515352404008,0.404,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRPM7,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0983196937075748,0.99999999974885,0.464,-0.464,0.933422983269333,0.99999999974885,0.464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FN3KRP,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0984223456369261,0.441604167771923,0.426,-0.426,0.131231427215241,0.441604167771923,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UQCC5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0988929068325748,0.515233125795657,0.452,-0.452,0.164129294475157,0.515233125795657,0.452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DBNDD2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0991808100791868,0.381418927985806,0.4,-0.4,0.106509436494149,0.381418927985806,0.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CYP2E1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0998556923169147,0.99999999974885,0.435,-0.435,0.876752004260485,0.99999999974885,0.435,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
VPS54,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0998556923169147,0.99999999974885,0.404,-0.404,0.785893918986367,0.99999999974885,0.404,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARNT,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100025776378798,0.99999999974885,0.387,-0.387,0.729582682181041,0.99999999974885,0.387,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
E2F8,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100025776378798,0.894633554069729,0.536,-0.536,0.326062984014722,0.894633554069729,0.536,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DPM2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100043673185132,0.321419603290661,0.369,-0.369,0.0829828598432808,0.321419603290661,0.369,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MVP,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100095407372729,0.99999999974885,0.445,-0.445,0.901473814780175,0.99999999974885,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NUMB,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100552111327912,0.99999999974885,0.427,-0.427,0.858302327503709,0.99999999974885,0.427,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRSS8,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100552111327912,0.428244096886677,0.418,-0.418,0.125645202011091,0.428244096886677,0.418,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ATP7A,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101546537999691,0.99999999974885,0.491,-0.491,0.97028008259693,0.99999999974885,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MOCS3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101564107371369,0.282537416585197,0.346,-0.346,0.0704566576578809,0.282537416585197,0.346,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UQCR10,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101708563312281,0.99999999974885,0.554,-0.554,0.381208748985282,0.99999999974885,0.554,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZFAND2B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101708563312281,0.597390405057906,0.471,-0.471,0.198190841929588,0.597390405057906,0.471,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PDE4D,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101840472336485,0.99999999974885,0.414,-0.414,0.824205761048176,0.99999999974885,0.414,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
F2R,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102244397129412,0.99999999974885,0.534,-0.534,0.993949050216652,0.99999999974885,0.534,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MTMR3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102244397129412,0.99999999974885,0.476,-0.476,0.954670226050963,0.99999999974885,0.476,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CMC4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102365191446543,0.74177908160363,0.504,-0.504,0.260907562820356,0.74177908160363,0.504,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAM110A,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102559434532255,0.872943721432819,0.529,-0.529,0.316510726670453,0.872943721432819,0.529,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRKAB2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102670549657957,0.99999999974885,0.433,-0.433,0.877901567527295,0.99999999974885,0.433,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TSSC4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102822031805499,0.384061866332197,0.396,-0.396,0.107681217060471,0.384061866332197,0.396,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
JMY,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102852753478971,0.99999999974885,0.511,-0.511,0.984995523860955,0.99999999974885,0.511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHEK2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103094374511482,0.53839159028422,0.454,-0.454,0.174419037648198,0.53839159028422,0.454,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FHOD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103302499300582,0.99999999974885,0.38,-0.38,0.711420720714501,0.99999999974885,0.38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC39A1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103407165992479,0.374057378623522,0.389,-0.389,0.103061738191288,0.374057378623522,0.389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
H4C1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103741824358887,0.374393454757199,0.389,-0.389,0.103481401130927,0.374393454757199,0.389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHSY3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.104574004038503,0.99999999974885,0.464,-0.464,0.940128557509102,0.99999999974885,0.464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
VCF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105346886024102,0.350638412709563,0.376,-0.376,0.0941512881879114,0.350638412709563,0.376,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RFX7,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.10547206735476,0.99999999974885,0.432,-0.432,0.880039288213271,0.99999999974885,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIP5KL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105941433413126,0.365299801799459,0.382,-0.382,0.0998417414891419,0.365299801799459,0.382,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DPF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106210988286172,0.515054494128073,0.442,-0.442,0.16386506853949,0.515054494128073,0.442,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KATNAL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106256965294709,0.99999999974885,0.428,-0.428,0.870015196755524,0.99999999974885,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DCLK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106501412416929,0.99999999974885,0.521,-0.521,0.990518095894704,0.99999999974885,0.521,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARTN,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106501412416929,0.498770820791498,0.434,-0.434,0.153866092829075,0.498770820791498,0.434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM125,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106513239159799,0.30078134781992,0.348,-0.348,0.0766141168975267,0.30078134781992,0.348,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CASP6,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106627670140061,0.323112140584554,0.359,-0.359,0.0836230477047447,0.323112140584554,0.359,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIGT,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.107232783409517,0.659030356051601,0.479,-0.479,0.223086744231822,0.659030356051601,0.479,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DOLPP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.107274700175689,0.374057378623522,0.384,-0.384,0.103159849387682,0.374057378623522,0.384,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CFLAR,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.10783996529661,0.99999999974885,0.524,-0.524,0.99192616204242,0.99999999974885,0.524,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SEZ6L2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.10783996529661,0.331614936315608,0.362,-0.362,0.0869707097129612,0.331614936315608,0.362,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
WASHC4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108442683250702,0.99999999974885,0.451,-0.451,0.922348017733622,0.99999999974885,0.451,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GTF2A2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109076156750317,0.30078134781992,0.345,-0.345,0.0765983558932752,0.30078134781992,0.345,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MIR924HG,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109121500123867,0.507153631734196,0.434,-0.434,0.158509461468343,0.507153631734196,0.434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ATP23,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109121500123867,0.395058890653907,0.392,-0.392,0.112554514129698,0.395058890653907,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SMAD5,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109121500123867,0.99999999974885,0.396,-0.396,0.782891496148541,0.99999999974885,0.396,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ST14,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109121500123867,0.548184541114932,0.449,-0.449,0.178418553476086,0.548184541114932,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ABRACL,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109210562141658,0.329265368405898,0.358,-0.358,0.0856297042992697,0.329265368405898,0.358,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TFAP2C,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109210562141658,0.662654467763044,0.478,-0.478,0.225469224565916,0.662654467763044,0.478,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
VPS29,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109366550191178,0.333299171463024,0.361,-0.361,0.0878316684547215,0.333299171463024,0.361,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MRM3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109436499513161,0.64255907921106,0.472,-0.472,0.216206985772275,0.64255907921106,0.472,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
JADE1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109887634190681,0.99999999974885,0.45,-0.45,0.924216218311173,0.99999999974885,0.45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TECPR1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110036948583544,0.99999999974885,0.509,-0.509,0.986632262899171,0.99999999974885,0.509,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ANK2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110342584432767,0.99999999974885,0.559,-0.559,0.998508217236691,0.99999999974885,0.559,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RABGAP1L,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110441912120414,0.99999999974885,0.457,-0.457,0.935663645252709,0.99999999974885,0.457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CHST15,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11067109540617,0.99999999974885,0.445,-0.445,0.915392472146417,0.99999999974885,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RBMS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11092268270408,0.99999999974885,0.461,-0.461,0.942241456478122,0.99999999974885,0.461,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TUFT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111607552664926,0.374393454757199,0.378,-0.378,0.10356891308056,0.374393454757199,0.378,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
WRNIP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11277635346176,0.405777386609389,0.392,-0.392,0.11701190676755,0.405777386609389,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CRIM1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.112873090427139,0.99999999974885,0.411,-0.411,0.834959163626181,0.99999999974885,0.411,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
JAM3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.112873090427139,0.99999999974885,0.549,-0.549,0.997675043435839,0.99999999974885,0.549,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
STX16,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11416644627406,0.99999999974885,0.389,-0.389,0.769769145903152,0.99999999974885,0.389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CTSW,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.114832441219168,0.99999999974885,0.426,-0.426,0.878488604953135,0.99999999974885,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM170B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.114832441219168,0.99999999974885,0.449,-0.449,0.926361105798993,0.99999999974885,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CRIP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.114832441219168,0.507153631734196,0.427,-0.427,0.158525380485469,0.507153631734196,0.427,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRPF6,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11495221877204,0.324975799480964,0.348,-0.348,0.0843097592993068,0.324975799480964,0.348,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CTDSP2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.115602608685937,0.99999999974885,0.505,-0.505,0.986259416817837,0.99999999974885,0.505,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HAT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11611009411396,0.429967387294897,0.398,-0.398,0.126357752297751,0.429967387294897,0.398,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NXPE3,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.1166323534467,0.99999999974885,0.416,-0.416,0.85575264404891,0.99999999974885,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TRIM16L,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.1166323534467,0.378884340174615,0.374,-0.374,0.105563372765632,0.378884340174615,0.374,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CAHM,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117420584436633,0.99999999974885,0.399,-0.399,0.809322009571064,0.99999999974885,0.399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GNB2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117444533416001,0.409790339084371,0.388,-0.388,0.118426830697653,0.409790339084371,0.388,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PTPRJ,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117496817798944,0.99999999974885,0.432,-0.432,0.896412103827326,0.99999999974885,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAS,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117496817798944,0.99999999974885,0.531,-0.531,0.995282483825305,0.99999999974885,0.531,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MMP14,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117742729076765,0.99999999974885,0.405,-0.405,0.827269666385472,0.99999999974885,0.405,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CD69,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117966490500303,0.99999999974885,0.581,-0.581,0.999706876568555,0.99999999974885,0.581,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IGFBP4,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.117966490500303,0.99999999974885,0.392,-0.392,0.786538801860582,0.99999999974885,0.392,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
WDR25,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11801241353054,0.505125960789627,0.422,-0.422,0.157256195340167,0.505125960789627,0.422,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POLD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11801241353054,0.991881084831992,0.531,-0.531,0.365249292559202,0.991881084831992,0.531,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DNAJC27,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.118344872025461,0.99999999974885,0.538,-0.538,0.996597937277048,0.99999999974885,0.538,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TBC1D2B,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.119282074240238,0.99999999974885,0.563,-0.563,0.999091850272514,0.99999999974885,0.563,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AGMAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.119625783502503,0.381726631453259,0.372,-0.372,0.106715401057216,0.381726631453259,0.372,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CEP170P1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.119828329368793,0.99999999974885,0.373,-0.373,0.727142453505842,0.99999999974885,0.373,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CRBN,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.119931664996026,0.99999999974885,0.467,-0.467,0.957636333312156,0.99999999974885,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MYT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11997967323002,0.390858888493026,0.376,-0.376,0.111112086540156,0.390858888493026,0.376,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COPRS,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.120556511159783,0.53839159028422,0.432,-0.432,0.174485688782571,0.53839159028422,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NHERF1,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.121793569856702,0.621593243202424,0.453,-0.453,0.207979626027478,0.621593243202424,0.453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC37A2,Dys-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.122553195040443,0.99999999974885,0.437,-0.437,0.913540565331224,0.99999999974885,0.437,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
